method,region,roi,sensitivity,specificity,PPV,NPV,subject
SPM,ROI 1,80,100,46.73467241560626,34.552267734849465,100,C2
SPM,ROI 1,80,88.67509620670698,69.50026301946343,35.74911347517731,96.97592483852026,C20
SPM,ROI 1,80,96.86746987951808,64.11091271925218,41.37931034482759,98.73827240375284,C21
SPM,ROI 1,80,0,97.89907094594594,0,95.40123456790124,C22
SPM,ROI 1,80,43.435754189944134,95.2084432717678,40.65359477124183,95.70337364735838,C23
SPM,ROI 1,80,100,46.997170107955135,34.02478799739074,100,C24
SPM,ROI 1,80,79.83014861995754,74.43648620181168,31.729957805907173,96.12350380848748,C25
SPM,ROI 1,80,0,99.12308505018488,0,95.38430256201708,C3
SPM,ROI 1,80,24.95511669658887,93.28129944098724,17.912371134020617,95.48693586698336,C4
SPM,ROI 1,80,99.6594427244582,63.52062289562289,48.14537840263237,99.8181216931217,C5
SPM,ROI 1,80,99.96712689020382,48.48963267024523,38.32388153749212,99.97829861111111,C6
SPM,ROI 1,80,99.80657640232108,52.18260229304723,40.51295472389427,99.87920273807129,C7
SPM,ROI 1,80,0,96.47257028535329,0,95.59682804674458,C8
SPM,ROI 1,80,100,51.74443043295503,40.075688372699986,100,C9
SCC,ROI 2,10,99.9498603251916,53.14408911246856,78.10366058435017,99.84248424842484,C1
SCC,ROI 2,10,99.8859749144812,53.351012536162,80.29330889092576,99.5949594959496,C10
SCC,ROI 2,10,99.91690104832524,53.11675857108607,79.98669532289428,99.70747074707472,C11
SCC,ROI 2,10,99.934088321649,53.25564632388274,81.08318343137732,99.75247524752476,C12
SCC,ROI 2,10,99.84830097087378,53.369565217391305,80.9952746603662,99.43744374437443,C13
SCC,ROI 2,10,99.7278693773011,53.61894300012205,83.10360160071143,98.85238523852384,C14
SCC,ROI 2,10,99.84775269742502,53.30359295876538,79.56955214432664,99.48244824482448,C15
SCC,ROI 2,10,99.93022075615326,53.41607422581034,80.29461236556399,99.75247524752476,C16
SCC,ROI 2,10,99.92683640620427,53.20374370050395,77.78790295022212,99.77497749774976,C17
SCC,ROI 2,10,99.9114984001634,52.68727705112961,78.67059769498795,99.70747074707472,C18
SCC,ROI 2,10,99.85589047676234,53.484995159728946,81.2249682524177,99.45994599459948,C19
SCC,ROI 2,10,99.91139585605234,53.722114451988354,79.3407663996536,99.70747074707472,C2
SCC,ROI 2,10,99.79348595704508,53.442424242424245,81.49272429411198,99.21242124212422,C20
SCC,ROI 2,10,99.91551675584344,52.78075503155889,78.16269207468194,99.72997299729973,C21
SCC,ROI 2,10,99.87376635299518,53.30922242314647,81.79895671789087,99.5049504950495,C22
SCC,ROI 2,10,99.84282221446036,53.46810313521365,81.69087878066206,99.3924392439244,C23
SCC,ROI 2,10,99.93577392421324,53.21574274058075,78.22152711836006,99.7974797479748,C24
SCC,ROI 2,10,99.88518168310144,53.08153477218226,79.07710405304246,99.6174617461746,C25
SCC,ROI 2,10,99.73402571084794,53.19637462235649,80.2619508714708,99.05490549054905,C3
SCC,ROI 2,10,99.8975471584403,53.28598940779972,81.02849880236593,99.6174617461746,C4
SCC,ROI 2,10,99.91776835979506,53.21244145550619,80.21531586431038,99.70747074707472,C5
SCC,ROI 2,10,99.96331621423332,52.85782329125982,77.48521383075523,99.88748874887489,C6
SCC,ROI 2,10,99.8466053087902,53.02230750779563,79.26196526895384,99.48244824482448,C7
